Sow Date,Category,Crop,Crop Type,Variety,Days In Greenhouse,Transplant Date,# Of Flats,Flat Type,Seeds Per Cell,Number Of Transplants,Days to 1st potting up,1st Potting up date,Days to 2nd Potting up,2nd Potting up date,Days to 3rd Potting up,3rd Potting up date,Estimated loss,Total Seeds needed,Average seed weight,Average seed weight unit,Total weight needed,Total seed weight needed unit,Extra Seed %,Seed spec,1st Potting up flat/pot type,1st Potting up plants per cell/pot,1st Potting up # of flats/pots,2nd Potting up flat/pot type,2nd Potting up plants per cell/pot,2nd Potting up # of flats/pots,3rd Potting up flat/pot type,3rd Potting up plants per cell/pot,3rd Potting up # of flats/pots,Microgreens/Plant sale
03/14/2020,Flowers,Stock,Stock,Katz Formula Mix | STO-KATMX,60,05/13/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,16855,seeds/oz,0.01,oz,0.00,,,,,,,,,,,
03/16/2020,Flowers,Orlaya,Orlaya,White Finch | ORL-WHIFN,52,05/07/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,2300,seeds/oz,0.06,oz,0.00,,,,,,,,,,,
03/22/2020,Flowers,Nicandra Physalodes,Nicandra Physalodes,Apple of Peru | NIC-APPLP,62,05/23/2020,1.17,72 cell flats,2,84.0,,,,,,,5,168,0,,0.00,,0.00,,,,,,,,,,,
03/22/2020,Flowers,Ornamental Grasses,Ornamental Grasses,Frosted Explosion | ORN-FROEX,44,05/05/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,38300,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
03/22/2020,Flowers,Scabiosa (Pincushion Flower),Annual,Fata Morgana | SCA-FATAM,52,05/13/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,4300,seeds/oz,0.03,oz,0.00,,,,,,,,,,,
03/22/2020,Flowers,Scabiosa (Pincushion Flower),Annual,Snowmaiden | SCA-SNOWM,52,05/13/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,4300,seeds/oz,0.03,oz,0.00,,,,,,,,,,,
03/28/2020,Flowers,Amaranthus,Amaranthus,Green Tails | AMA-GRETL,56,05/23/2020,0.58,72 cell flats,2,42.0,,,,,,,5,84,48000,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
03/28/2020,Flowers,Celosia,Celosia,Cockscomb Coral Rf | CEL-COCRF,64,05/31/2020,0.1,72 cell flats,2,70.0,,,,,,,5,14,40173,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
03/28/2020,Flowers,Ammi (False Queen Anne's Lace),Ammi (False Queen Anne's Lace),Green Mist | AMM-GRENM,57,05/24/2020,1.17,72 cell flats,2,84.0,,,,,,,5,168,38833,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
03/28/2020,Flowers,Ammi (False Queen Anne's Lace),Ammi (False Queen Anne's Lace),Chocolate Lace | AMM-CHOCL,46,05/13/2020,1.17,72 cell flats,2,84.0,,,,,,,5,168,38833,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
03/29/2020,Flowers,Gomphrena (Globe Amaranth),Gomphrena (Globe Amaranth),Sunset Mix | GOM-SUNMX,58,05/26/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,8000,seeds/oz,0.02,oz,0.00,,,,,,,,,,,
03/29/2020,Flowers,Gomphrena (Globe Amaranth),Gomphrena (Globe Amaranth),Pastel Mix | GOM-PASMX,58,05/26/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,8000,seeds/oz,0.02,oz,0.00,,,,,,,,,,,
03/29/2020,Flowers,Gomphrena (Globe Amaranth),Gomphrena (Globe Amaranth),White | GOM-WHITE,58,05/26/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,8000,seeds/oz,0.02,oz,0.00,,,,,,,,,,,
03/30/2020,Flowers,Zinnias,Zinnias,Lilliput Salmon | ZIN-LILSA,48,05/17/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,
03/30/2020,Flowers,Zinnias,Zinnias,Senora | ZIN-SENOR,48,05/17/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,
03/30/2020,Flowers,Zinnias,Zinnias,Mystery | ZIN-MYSTY,48,05/17/2020,1.78,72 cell flats,2,128.1,,,,,,,5,256,3200,seeds/oz,0.08,oz,0.00,,,,,,,,,,,
03/31/2020,Flowers,Zinnias,Zinnias,Lilliput Mix | ZIN-LILMX,53,05/23/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,
04/08/2020,Flowers,Aster,Aster,Chamois Apricot | AST-CHAPR,39,05/17/2020,0.96,72 cell flats,2,69.33,,,,,,,4,138,13450,seeds/oz,0.01,oz,0.00,,,,,,,,,,,
04/08/2020,Flowers,Aster,Aster,Valkyrie Pink | AST-VALPK,39,05/17/2020,0.96,72 cell flats,2,69.33,,,,,,,4,138,13450,seeds/oz,0.01,oz,0.00,,,,,,,,,,,
04/08/2020,Flowers,Celosia,Celosia,Texas Plume SumShr | CEL-TEXSS,53,05/31/2020,0.58,72 cell flats,2,42.0,,,,,,,5,84,40173,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
04/08/2020,Flowers,Celosia,Celosia,Pampas Plume | CEL-PAMPL,46,05/24/2020,0.58,72 cell flats,2,42.0,,,,,,,5,84,40173,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
04/08/2020,Flowers,Marigold,Marigold,Giant Yellow | MAR-GIAYL,39,05/17/2020,1.25,128 cell flats,2,160.0,,,,,,,20,320,10500,seeds/oz,0.03,oz,0.00,,,,,,,,,,,
04/08/2020,Flowers,Aster,Aster,Chamois Apricot | AST-CHAPR,39,05/17/2020,1.03,72 cell flats,2,73.8,,,,,,,4,148,13450,seeds/oz,0.01,oz,0.00,,,,,,,,,,,
04/14/2020,Flowers,Dahlias,Mid Blooming,Giant Hybrid Mix | DAH-GIAMX,39,05/23/2020,2.4,72 cell flats,2,169.6,,,,,,,6,346,0,,0.00,,0.00,,,,,,,,,,,
04/14/2020,Flowers,Zinnias,Zinnias,Giant Salmon Rose | ZIN-GIASR,33,05/17/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,
04/14/2020,Flowers,Dahlias,Mid Blooming,Giant Hybrid Mix | DAH-GIAMX,42,05/26/2020,2.4,72 cell flats,2,172.8,,,,,,,6,346,0,,0.00,,0.00,,,,,,,,,,,
04/30/2020,Flowers,Ornamental Grasses,Ornamental Grasses,Frosted Explosion | ORN-FROEX,31,05/31/2020,0.1,72 cell flats,2,70.0,,,,,,,5,14,38300,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
04/30/2020,Flowers,Ornamental Grasses,Ornamental Grasses,Bunny Tails | ORN-BUNTL,31,05/31/2020,1.94,72 cell flats,2,140.0,,,,,,,5,279,38300,seeds/oz,0.01,oz,0.00,,,,,,,,,,,
05/14/2020,Flowers,Cosmos,Cosmos,Rubenza | COS-RUDBN,27,06/10/2020,1.53,72 cell flats,1,110.3,,,,,,,5,110,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
05/14/2020,Flowers,Cosmos,Cosmos,Apricot Lemonade | COS-APRIL,24,06/07/2020,0.58,72 cell flats,1,42.0,,,,,,,5,42,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
05/14/2020,Flowers,Cosmos,Cosmos,Cupcake Blush | COS-CUPBL,13,05/27/2020,0.88,72 cell flats,1,63.0,,,,,,,5,63,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
05/14/2020,Flowers,Cosmos,Cosmos,Seashells Mix | COS-SEASM,13,05/27/2020,0.9,72 cell flats,1,65.1,,,,,,,5,65,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
05/14/2020,Flowers,Cosmos,Cosmos,Cupcake Blush | COS-CUPBL,25,06/08/2020,1.09,72 cell flats,1,78.8,,,,,,,5,78,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
05/14/2020,Flowers,Cosmos,Cosmos,Seashells Mix | COS-SEASM,23,06/06/2020,0.9,72 cell flats,1,65.0,,,,,,,5,65,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
05/20/2020,Flowers,Cosmos,Cosmos,Dbl Click Bi Rose | COS-DBLCR,17,06/06/2020,0.58,72 cell flats,1,42.0,,,,,,,5,42,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
05/20/2020,Flowers,Cosmos,Cosmos,Dbl Click Snow Puff| COS-DBLCS,17,06/06/2020,0.58,72 cell flats,1,42.0,,,,,,,5,42,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
05/20/2020,Flowers,Cosmos,Cosmos,Double Click Mix | COS-DBLCM,17,06/06/2020,0.58,72 cell flats,1,42.0,,,,,,,5,42,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
05/20/2020,Flowers,Zinnias,Zinnias,Queen Lime Blush | ZIN-QUELB,17,06/06/2020,0.97,72 cell flats,2,70.0,,,,,,,5,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,
05/20/2020,Flowers,Cosmos,Cosmos,Cupcake White | COS-CUPCW,19,06/08/2020,0.58,72 cell flats,1,42.0,,,,,,,5,42,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
05/20/2020,Flowers,Cosmos,Cosmos,Dbl Click Cberries | COS-DBLCC,17,06/06/2020,0.58,72 cell flats,1,42.0,,,,,,,5,42,52160,seeds/oz,0.00,oz,0.00,,,,,,,,,,,
